number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge;distance
3;65.0;24;14;5700000.0;евро;раздельный;лоджия;2016;3;1;монолитный;р-н Мотовилихинский;улица Фрезеровщиков, 94;0;2606.4627045266902
3;100.0;17;15;7700000.0;дизайнерский;несколько;лоджия;2015;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 4Г;1;4306.871048600568
3;61.0;5;1;4050000.0;евро;совмещенный;нет;1975;0;0;кирпичный;р-н Свердловский;улица Народовольческая, 40;0;2976.647511095647
3;62.0;10;7;5490000.0;евро;раздельный;балкон;2000;1;0;кирпичный;р-н Мотовилихинский;улица Юрша, 100;0;4639.021235570996
1;22.0;20;17;1990000.0;евро;совмещенный;балкон;2015;2;0;монолитный;р-н Кировский;улица Автозаводская, 30;1;16489.12629099654
4;101.0;17;3;7400000.0;косметический;раздельный;лоджия;2000;1;1;кирпичный;р-н Ленинский;улица Пермская, 56;1;1492.748817562696
2;50.0;10;6;4155000.0;косметический;раздельный;лоджия;1988;1;1;кирпичный;р-н Свердловский;улица 25 Октября, 38;0;1943.7316643392933
3;61.0;5;2;2949000.0;косметический;раздельный;балкон;1971;0;0;кирпичный;р-н Свердловский;улица Таборская, 12;0;5156.944048354615
1;34.0;14;5;3400000.0;косметический;раздельный;балкон;1970;4;1;кирпичный;р-н Дзержинский;улица Кронштадтская, 10;0;1798.8582753560788
4;59.0;5;3;3700000.0;евро;раздельный;балкон;1972;0;0;панельный;р-н Свердловский;улица Уфимская, 14;0;3741.206911549303
2;67.0;17;1;4630000.0;косметический;совмещенный;нет;2018;1;1;кирпичный;р-н Свердловский;улица Холмогорская, 4Г;0;4306.871048600568
1;44.0;17;4;2700000.0;косметический;совмещенный;лоджия;2011;1;0;кирпичный;р-н Орджоникидзевский;улица Карбышева, 6;1;12844.365500242586
3;62.0;5;4;3700000.0;косметический;раздельный;балкон;1967;0;0;панельный;р-н Мотовилихинский;бульвар Гагарина, 15;0;2804.536209400935
4;85.0;9;1;4000000.0;требует ремонта;раздельный;нет;1991;1;1;панельный;р-н Мотовилихинский;улица Юрша, 21;0;4678.64642652057
4;83.0;12;6;6900000.0;евро;совмещенный;лоджия;1972;1;1;кирпичный;р-н Ленинский;улица Петропавловская, 93;0;707.1636848026332
2;36.0;25;19;3290000.0;косметический;совмещенный;балкон;2018;3;0;монолитный;р-н Свердловский;улица Солдатова, 29В;1;4365.367811993485
2;53.0;9;8;4380000.0;косметический;раздельный;лоджия;1993;1;1;панельный;р-н Свердловский;улица Елькина, 43;0;1976.2107435348737
3;95.0;16;3;7100000.0;евро;раздельный;лоджия;2004;2;1;кирпичный;р-н Индустриальный;улица Милиционера Власова, 4;0;6123.499479860664
2;51.0;9;2;4150000.0;требует ремонта;раздельный;лоджия;1975;1;1;кирпичный;р-н Индустриальный;улица Стахановская, 2;0;2629.5507967749636
2;52.0;10;3;4100000.0;требует ремонта;раздельный;балкон;1986;1;1;панельный;р-н Мотовилихинский;улица Юрша, 60;0;5044.374742955627
1;40.0;16;14;2860000.0;косметический;совмещенный;лоджия;2015;2;1;кирпичный;р-н Кировский;улица Калинина, 42;0;23309.301084843555
3;80.0;19;7;5990000.0;косметический;раздельный;лоджия;2019;1;0;монолитный;р-н Свердловский;улица Василия Татищева, 8;1;3186.5933460770366
1;49.0;10;2;4370000.0;евро;совмещенный;лоджия;2003;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 9;1;4722.991694229498
2;46.0;5;1;2400000.0;косметический;совмещенный;нет;1976;0;0;панельный;р-н Кировский;улица Богдана Хмельницкого, 31;0;17064.419649134885
2;63.0;19;13;4700000.0;косметический;раздельный;балкон;2014;1;0;кирпичный;р-н Свердловский;улица Самаркандская, 147;1;4871.9893132911875
3;90.0;16;9;6990000.0;евро;совмещенный;лоджия;2012;1;0;панельный;р-н Свердловский;улица Механошина, 17;1;1172.917185115326
3;60.0;9;7;2900000.0;косметический;раздельный;лоджия;1977;1;1;панельный;р-н Орджоникидзевский;улица Генерала Черняховского, 94;0;13984.628862180452
2;44.0;9;3;2980000.0;косметический;раздельный;лоджия;1981;1;1;панельный;р-н Свердловский;улица Братская, 2/1;0;4895.535888905948
2;66.0;25;2;4690000.0;косметический;совмещенный;лоджия;2008;1;1;кирпичный;р-н Свердловский;улица Холмогорская, 4Б;0;4570.002033968405
1;28.0;9;7;1600000.0;косметический;совмещенный;лоджия;1991;1;0;кирпичный;р-н Орджоникидзевский;улица Памирская, 28;0;17043.533430689837
3;57.0;9;2;2700000.0;косметический;раздельный;балкон;1977;1;1;панельный;р-н Орджоникидзевский;улица Луговского, 132А;0;12309.703079000761
5;300.0;8;8;36000000.0;евро;несколько;лоджия;2001;1;0;кирпичный;р-н Свердловский;улица Сибирская, 65А;1;2236.306087149406
2;30.0;9;6;1560000.0;косметический;раздельный;балкон;1978;1;0;кирпичный;р-н Кировский;улица Сысольская, 2;1;14379.493609132915
1;28.0;17;8;2898000.0;косметический;совмещенный;лоджия;2020;1;0;панельный;р-н Индустриальный;улица Стахановская, 1А;1;2814.1457851990617
2;55.0;25;25;4690000.0;косметический;совмещенный;лоджия;2020;2;0;монолитный;р-н Свердловский;улица Василия Татищева, 6;1;3091.647054785356
1;37.0;17;15;3700000.0;косметический;совмещенный;лоджия;2012;1;0;кирпичный;р-н Свердловский;улица Холмогорская, 4В;1;4444.817037949614
3;58.0;5;3;3100000.0;требует ремонта;раздельный;балкон;1971;0;0;кирпичный;р-н Свердловский;улица Таборская, 12;0;5156.944048354615
4;90.0;3;2;9250000.0;дизайнерский;несколько;лоджия;2014;0;0;кирпичный;р-н Мотовилихинский;улица Веры Фигнер, 13;0;4025.800592599041
1;58.0;20;17;5850000.0;косметический;совмещенный;лоджия;2007;1;0;кирпичный;р-н Дзержинский;улица Куфонина, 20;1;5553.406573082829
2;66.0;16;8;4650000.0;косметический;раздельный;лоджия;2009;1;1;монолитный;р-н Дзержинский;улица Хабаровская, 64;0;9407.4626493306
1;38.0;7;4;2999000.0;евро;раздельный;лоджия;2007;1;1;панельный;р-н Дзержинский;улица Транспортная, 11;1;5799.935897546818
1;30.0;5;5;2400000.0;косметический;совмещенный;нет;1963;0;0;кирпичный;р-н Индустриальный;улица Кавалерийская, 2;0;2820.081421737791
